original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
416,1,699,586,688,574,711,599,0.75
416,1,410,215,396,199,425,231,0.63
416,1,778,561,766,549,790,573,0.58
416,1,397,182,377,166,418,198,0.51
418,2,411,216,396,201,426,232,0.50
424,4,405,202,384,172,427,233,0.56
1109,10,699,586,689,574,710,598,0.76
1109,10,543,363,525,341,562,385,0.72
1109,10,779,559,769,548,790,570,0.68
1109,10,411,214,397,199,425,230,0.66
1109,10,397,181,378,167,417,195,0.61
1109,10,589,421,569,406,609,437,0.53
1110,11,539,370,520,347,558,394,0.74
1111,11,589,421,569,405,610,437,0.70
1117,12,527,390,509,367,545,414,0.74
1117,12,589,421,569,405,610,437,0.67
1122,13,510,404,491,379,530,430,0.75
1122,13,589,421,568,405,610,437,0.71
1123,14,506,407,487,384,526,431,0.75
1124,14,589,421,569,405,610,437,0.71
1127,15,496,424,477,401,516,448,0.78
1127,15,589,421,568,406,610,437,0.72
1127,15,599,509,590,501,608,517,0.52
1128,16,493,427,474,404,512,451,0.76
1129,16,589,421,568,405,610,437,0.72
1130,16,599,509,590,501,608,517,0.54
1130,17,487,430,466,407,508,453,0.74
1130,17,589,421,568,405,610,437,0.71
1130,17,599,509,590,500,609,518,0.63
1131,18,485,430,465,407,506,454,0.75
1132,18,589,421,568,405,611,437,0.72
1133,18,600,509,590,500,610,518,0.69
1133,19,478,437,458,415,498,460,0.77
1133,19,588,421,568,406,609,437,0.70
1134,20,474,442,454,420,495,464,0.76
1135,20,588,421,568,406,609,437,0.70
1136,20,600,509,590,500,610,519,0.57
1136,21,464,454,444,431,485,477,0.78
1136,21,599,509,590,500,609,518,0.74
1136,21,589,421,568,406,610,437,0.72
1142,22,447,473,427,451,468,495,0.79
1142,22,600,509,590,500,610,518,0.66
1142,22,586,422,568,408,605,437,0.60
1149,23,433,514,412,492,455,537,0.78
1150,24,431,492,411,470,452,514,0.77
1154,25,426,497,405,475,447,519,0.76
1157,26,422,524,402,502,442,547,0.77
1170,27,420,504,401,482,439,527,0.78
1171,28,419,533,399,511,439,556,0.75
1172,29,418,543,396,523,441,563,0.78
1173,30,412,556,390,540,435,573,0.71
1174,31,409,554,390,537,429,572,0.71
1176,32,408,554,388,536,429,572,0.72
1177,33,409,552,390,536,429,569,0.72
1178,34,409,551,390,535,428,568,0.70
1180,35,411,551,387,536,435,566,0.65
1182,36,410,551,390,535,430,568,0.66
1195,37,400,557,381,542,420,573,0.72
1196,38,385,566,369,550,401,582,0.73
1197,39,339,681,323,667,356,695,0.75
7069,41,9,635,0,620,19,651,0.77
