original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
2,1,752,645,726,612,779,678,0.73
2,1,411,216,394,197,428,235,0.62
2,1,588,426,567,411,610,442,0.59
2,1,612,160,584,135,640,185,0.55
2,1,400,186,378,169,422,203,0.53
5407,2,589,426,567,411,611,442,0.67
5407,2,611,167,585,149,637,185,0.67
5407,2,411,218,397,204,425,232,0.63
5407,2,751,646,730,619,772,674,0.55
7537,4,589,426,567,410,611,442,0.68
7537,4,755,648,737,624,773,673,0.63
7537,4,411,217,397,203,426,231,0.63
7537,4,531,153,518,144,545,162,0.52
7825,7,589,426,567,410,611,442,0.68
7825,7,409,215,396,200,423,231,0.64
7825,7,755,648,737,623,773,673,0.62
7825,7,610,169,584,154,637,185,0.50
11918,8,409,215,395,200,423,231,0.61
11918,8,738,622,728,611,749,634,0.57
11918,8,533,152,518,143,548,162,0.53
11918,8,608,170,581,155,636,185,0.50
12966,9,409,215,396,199,423,231,0.66
12966,9,738,622,728,611,749,634,0.62
12966,9,599,171,580,157,619,185,0.59
12966,9,758,649,743,625,773,673,0.55
