original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
2477,1,270,626,257,613,284,639,0.73
2477,1,588,426,567,410,610,442,0.63
2477,1,410,218,396,203,424,234,0.54
2478,2,270,626,257,613,284,639,0.76
2479,2,305,578,292,564,318,592,0.74
2480,3,270,650,257,637,284,663,0.76
2481,4,65,296,52,282,79,310,0.74
2482,5,87,104,75,91,100,117,0.68
2483,6,72,107,57,95,87,120,0.60
2484,7,105,213,92,201,119,225,0.77
8910,9,287,482,263,454,311,510,0.77
8910,9,270,626,257,613,284,640,0.72
8910,9,396,186,377,172,415,201,0.60
8910,9,410,217,395,202,425,233,0.57
8911,10,285,486,262,459,308,513,0.78
8912,10,271,626,258,614,284,639,0.77
8918,11,275,497,249,470,301,525,0.79
8918,11,270,626,258,614,283,639,0.76
8919,12,270,626,258,614,283,639,0.76
8920,12,270,498,245,471,296,526,0.76
8921,13,270,626,258,614,283,639,0.78
8922,13,267,499,242,472,293,526,0.74
8922,14,270,626,258,614,283,639,0.77
8922,14,265,504,239,482,291,527,0.75
8924,15,261,507,234,485,288,529,0.74
8924,15,270,625,259,615,282,635,0.66
8925,16,261,508,234,486,288,530,0.73
8926,16,270,625,259,615,282,635,0.67
8928,17,258,508,230,487,286,530,0.69
8928,17,270,625,259,615,281,635,0.50
8929,18,270,626,258,614,283,639,0.76
8930,18,256,510,229,491,284,529,0.68
8934,19,253,506,225,488,281,525,0.68
8935,20,270,626,258,614,283,639,0.75
8936,20,254,505,228,488,280,523,0.69
8937,21,255,506,230,489,280,523,0.66
8937,21,243,507,221,491,265,523,0.63
8938,22,270,626,258,614,283,639,0.75
8939,22,250,506,222,489,278,523,0.68
8940,23,270,626,258,614,283,639,0.76
8940,23,247,506,220,489,274,524,0.69
8941,24,245,506,216,488,274,524,0.70
8942,25,242,506,213,489,272,524,0.69
8943,25,270,625,259,615,282,635,0.52
8944,26,241,505,212,487,271,523,0.68
8945,26,270,625,259,615,282,635,0.65
8945,27,231,504,204,486,258,522,0.72
8946,28,228,526,202,509,255,544,0.74
8948,29,270,626,258,614,283,639,0.75
8948,29,226,503,199,485,253,521,0.71
8949,30,271,626,259,614,283,639,0.77
8950,30,225,503,199,485,252,522,0.72
8951,31,224,502,197,485,251,520,0.71
8952,31,270,625,259,615,281,635,0.70
8953,32,270,626,259,614,282,638,0.76
8954,32,221,502,195,484,247,521,0.72
8955,33,270,626,258,614,282,639,0.77
8956,33,216,501,190,483,242,520,0.76
8957,34,270,626,258,614,283,639,0.77
8958,34,214,501,189,483,239,519,0.75
8959,35,212,502,188,482,236,522,0.75
8960,35,270,625,259,615,281,635,0.64
8961,36,270,626,258,614,282,638,0.78
8962,36,212,502,188,483,236,522,0.74
8963,37,269,625,258,614,281,637,0.74
8964,37,211,501,186,482,236,520,0.74
8961,38,212,500,187,482,238,519,0.75
8961,38,269,625,258,614,281,637,0.74
8962,39,270,625,258,614,282,637,0.75
8963,39,213,499,188,483,238,516,0.75
8964,40,270,626,258,614,283,638,0.77
8965,40,213,499,188,482,239,516,0.74
8965,41,210,498,185,482,235,515,0.73
8965,41,270,625,259,615,281,635,0.58
8967,42,201,521,178,504,224,539,0.73
8968,43,201,498,178,480,224,516,0.72
8969,44,200,521,177,505,224,538,0.72
8970,45,191,500,172,479,211,522,0.73
8971,46,270,626,259,614,282,639,0.78
8972,46,160,518,135,491,186,546,0.75
8973,47,269,626,258,614,281,638,0.79
8974,47,122,549,93,525,151,573,0.78
8975,48,115,534,85,509,145,560,0.73
8976,49,104,524,76,503,132,545,0.75
8977,50,68,505,42,478,94,532,0.77
