original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
2,1,573,441,551,417,595,466,0.71
16,2,498,582,475,561,521,603,0.74
17,3,438,696,412,673,464,720,0.75
38,7,209,635,183,604,236,667,0.70
38,7,230,633,214,616,247,650,0.61
39,13,579,364,559,344,599,384,0.63
66,14,579,368,557,344,602,392,0.72
67,15,581,369,560,345,602,394,0.72
73,16,569,381,548,354,591,408,0.74
74,17,566,383,544,355,589,411,0.68
76,18,559,389,537,363,582,415,0.71
117,19,441,543,420,519,462,568,0.73
126,20,423,562,400,545,447,580,0.69
130,21,411,560,383,543,440,578,0.69
134,22,400,560,373,543,428,577,0.70
136,23,398,558,374,541,423,576,0.73
146,24,386,557,362,541,411,574,0.71
148,25,379,554,353,539,406,569,0.63
149,26,376,555,350,539,403,571,0.66
150,28,371,553,343,538,400,569,0.51
151,29,366,554,340,539,392,569,0.61
154,30,362,555,334,538,391,572,0.64
155,31,357,555,331,539,384,571,0.69
156,32,354,554,327,537,381,571,0.68
157,33,352,553,326,537,379,570,0.67
158,34,350,553,325,538,376,569,0.65
159,35,350,554,326,538,375,570,0.65
161,36,346,553,319,536,374,570,0.64
162,37,344,552,317,536,372,569,0.67
163,38,343,552,316,535,370,569,0.69
165,39,341,553,312,537,370,569,0.66
168,40,338,529,311,513,365,546,0.71
169,41,335,552,309,535,361,570,0.69
170,42,329,552,306,537,352,568,0.71
171,43,329,551,303,535,355,567,0.70
172,44,328,552,302,536,355,568,0.71
173,45,328,527,300,511,357,543,0.69
175,46,322,526,294,511,351,542,0.63
175,46,332,525,312,507,352,543,0.58
176,47,306,527,290,514,323,541,0.66
178,48,314,547,287,531,342,564,0.68
179,49,310,546,280,528,341,564,0.69
180,50,305,545,274,528,336,563,0.67
181,51,303,544,273,526,334,562,0.69
182,52,299,546,268,531,331,562,0.64
183,53,299,543,268,525,331,561,0.69
184,54,284,521,262,505,306,537,0.67
185,55,284,543,261,527,308,560,0.72
186,56,290,543,258,526,322,560,0.65
187,57,285,543,257,527,314,559,0.73
188,58,284,542,254,525,314,559,0.70
189,59,280,540,250,523,311,557,0.65
191,60,268,514,242,498,294,530,0.65
192,61,264,513,238,497,290,529,0.65
193,61,272,514,240,498,305,530,0.53
194,62,264,513,236,497,292,529,0.67
195,63,256,512,230,496,282,529,0.66
196,64,247,508,225,491,269,526,0.62
197,65,249,533,222,517,277,550,0.66
198,66,242,509,218,492,267,526,0.65
199,66,252,509,224,493,280,526,0.51
200,67,245,533,213,516,278,550,0.61
201,68,241,532,210,514,272,550,0.63
202,69,237,531,206,514,269,549,0.62
203,70,232,528,205,510,259,546,0.69
204,71,232,505,203,487,261,523,0.68
