original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
197,1,283,373,265,350,302,397,0.73
197,1,877,580,863,564,891,597,0.72
197,1,398,180,377,165,419,196,0.62
197,1,413,211,399,198,427,225,0.55
197,1,615,158,591,139,639,177,0.52
219,2,274,420,256,393,292,447,0.75
221,3,272,424,254,397,290,451,0.76
222,4,270,452,252,426,288,478,0.76
256,5,243,457,226,433,261,481,0.79
279,6,235,462,216,436,255,488,0.77
290,7,239,458,219,431,259,485,0.78
301,8,240,453,221,428,260,479,0.76
301,8,877,581,862,564,892,598,0.71
301,8,616,156,594,136,639,176,0.57
301,8,397,179,377,164,418,195,0.56
301,8,1098,376,1088,363,1109,389,0.53
301,8,412,211,399,197,426,225,0.51
301,8,786,565,777,556,795,575,0.51
349,9,261,458,242,432,280,484,0.75
458,10,367,412,346,393,389,432,0.75
748,11,190,402,172,375,208,429,0.80
748,11,877,581,862,565,892,598,0.71
748,11,1099,375,1088,362,1110,388,0.55
748,11,412,211,399,197,426,226,0.53
748,11,397,180,377,164,418,196,0.53
750,12,188,407,169,380,207,435,0.76
751,13,186,436,166,408,206,465,0.74
754,14,183,443,164,415,203,471,0.76
757,15,180,425,162,399,199,452,0.77
758,16,181,427,163,401,199,453,0.76
760,17,176,428,157,403,196,454,0.76
767,18,173,430,154,404,193,457,0.78
784,19,172,430,152,403,193,458,0.80
786,20,173,429,154,402,193,457,0.79
792,21,175,428,156,401,195,456,0.80
794,22,175,427,155,400,196,455,0.80
830,23,181,424,161,395,201,453,0.76
866,24,182,423,163,395,201,451,0.75
1024,25,181,415,161,384,201,446,0.74
1024,25,878,580,864,565,892,596,0.69
1024,25,398,180,378,164,418,196,0.65
1025,26,180,414,161,383,200,446,0.74
1030,27,181,414,162,383,200,445,0.75
1040,28,180,412,161,382,200,442,0.78
1081,29,179,417,158,386,200,449,0.77
1082,30,178,417,158,386,199,448,0.77
1091,31,179,418,158,387,200,449,0.75
1093,32,179,417,158,387,200,448,0.76
1104,33,180,415,158,384,202,446,0.79
1109,34,179,415,158,386,200,445,0.78
1119,35,179,416,159,387,199,446,0.78
1130,36,178,422,157,391,199,454,0.77
1134,37,179,423,158,393,200,454,0.80
1153,38,176,405,155,383,198,427,0.79
1482,39,177,395,161,375,193,415,0.79
1482,39,878,580,864,565,892,596,0.69
1482,39,398,180,378,164,419,196,0.61
1516,40,176,398,160,376,193,421,0.76
1516,40,878,580,864,565,892,596,0.70
1516,40,398,179,378,164,419,195,0.61
1636,41,177,400,159,374,195,426,0.80
1797,42,205,405,185,377,226,433,0.75
1798,43,206,404,186,377,226,432,0.74
1867,44,207,424,186,395,228,454,0.79
1867,44,398,178,378,163,419,194,0.65
1867,44,878,581,864,565,892,597,0.63
1867,44,411,210,398,196,425,225,0.55
1867,44,615,156,592,137,638,176,0.50
1868,45,207,447,187,419,228,476,0.78
1869,46,207,422,187,394,227,450,0.78
1872,47,206,440,186,411,226,469,0.78
1873,48,205,439,185,411,225,468,0.78
1886,49,202,429,183,402,221,456,0.78
1890,50,202,425,183,399,221,451,0.77
1930,51,185,399,167,375,204,423,0.77
1941,52,185,401,168,379,202,424,0.80
1946,53,184,400,167,378,202,423,0.79
1955,54,186,418,168,398,204,438,0.76
2582,56,877,581,863,565,891,598,0.71
2582,56,398,180,377,164,420,196,0.65
2582,56,411,211,397,196,426,226,0.57
2599,59,190,410,176,393,204,428,0.75
2603,60,189,392,173,371,205,414,0.78
2604,61,189,417,173,396,206,438,0.76
2608,62,188,419,172,397,205,442,0.77
2609,63,190,398,174,375,207,421,0.77
2645,64,193,417,177,393,210,442,0.75
2676,65,205,418,186,392,225,444,0.73
2677,66,207,421,187,397,227,446,0.74
2681,67,210,429,189,404,231,455,0.77
2690,68,217,423,195,395,239,452,0.76
2701,69,219,434,197,405,242,464,0.78
2701,69,876,581,862,564,891,599,0.72
2701,69,398,179,377,163,419,196,0.66
2701,69,410,209,394,192,426,226,0.57
2747,70,223,463,203,433,244,494,0.76
2749,71,225,469,203,440,248,498,0.82
2750,72,226,473,204,444,249,503,0.78
2755,73,227,482,205,452,250,512,0.80
2760,74,229,486,208,457,250,515,0.77
2761,75,229,486,208,457,250,515,0.78
2762,76,229,487,208,458,250,516,0.78
2763,77,230,487,211,458,250,517,0.76
2769,78,233,465,212,436,255,494,0.77
2770,79,1177,168,1154,139,1201,197,0.79
2771,79,234,464,213,435,256,493,0.76
2772,80,1157,292,1138,268,1176,317,0.75
2774,82,236,455,214,429,258,481,0.77
2775,83,648,620,634,609,663,632,0.71
2776,84,622,634,612,620,633,649,0.67
2777,85,236,452,216,429,257,476,0.78
2796,86,249,456,225,436,273,477,0.72
2805,87,263,416,240,394,287,438,0.75
2810,88,271,430,249,409,293,451,0.77
2813,89,280,428,257,407,304,449,0.74
2814,90,282,404,259,384,306,424,0.72
2819,91,294,422,270,403,318,442,0.73
2833,92,316,396,296,376,337,417,0.76
2841,93,328,378,307,358,350,399,0.70
2917,95,638,719,622,718,655,720,0.58
2926,96,653,720,638,720,668,720,0.54
3314,97,877,581,864,565,891,597,0.68
3314,97,397,180,377,165,418,195,0.61
3315,107,729,331,709,316,749,346,0.52
3316,113,725,331,697,314,754,348,0.51
3347,114,722,354,689,337,756,372,0.54
3348,115,716,354,688,338,745,371,0.51
3349,120,715,331,685,314,746,348,0.53
3350,121,714,356,682,338,746,374,0.52
3351,122,713,356,682,338,745,374,0.52
3359,123,709,333,680,315,739,351,0.61
3360,124,704,332,679,315,730,350,0.62
3361,125,702,333,679,316,726,350,0.61
3362,126,700,357,677,340,723,374,0.51
3363,127,698,333,674,315,722,351,0.54
3364,129,698,357,672,339,725,376,0.51
3365,130,697,356,669,338,726,375,0.56
3366,133,692,334,660,314,725,355,0.58
3367,134,689,359,655,339,724,379,0.56
