original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
2,1,590,429,567,414,613,445,0.62
2,1,612,171,584,156,641,187,0.61
2,1,400,186,378,169,422,204,0.58
2,1,410,215,392,197,428,234,0.55
2,1,682,170,647,151,717,189,0.53
2,1,988,575,977,564,1000,586,0.52
2128,2,589,428,568,413,610,443,0.67
2128,2,412,216,397,199,427,233,0.59
2128,2,680,169,646,151,715,187,0.58
2128,2,618,161,598,142,638,180,0.52
2128,2,398,185,380,171,416,199,0.50
2129,4,688,675,675,661,702,689,0.63
2132,5,174,704,151,688,197,720,0.69
2132,5,678,605,669,592,688,619,0.65
2133,6,157,685,130,657,185,714,0.71
2134,7,128,671,99,640,158,702,0.78
2135,7,146,669,134,642,158,697,0.55
2136,8,106,651,76,621,137,681,0.83
2137,9,95,628,63,601,127,655,0.74
2138,9,627,565,615,551,640,580,0.67
2139,10,92,618,64,591,121,646,0.81
2140,10,621,564,606,550,636,578,0.75
2141,11,112,639,83,612,141,666,0.83
2142,12,144,641,117,614,171,668,0.81
2143,13,176,624,147,594,205,654,0.79
2144,14,201,637,171,609,231,666,0.82
2145,14,665,571,654,558,677,584,0.65
2146,15,224,651,195,624,253,679,0.78
2147,16,253,675,225,650,282,700,0.71
2148,17,305,708,282,697,328,720,0.60
2149,23,849,709,833,699,865,720,0.57
2150,42,433,709,410,698,456,720,0.64
2151,43,409,628,387,602,432,655,0.77
2152,43,730,573,719,560,742,587,0.73
2153,44,402,595,381,569,424,621,0.78
2154,45,387,541,363,516,411,567,0.78
2155,45,588,428,567,415,610,442,0.69
2156,46,358,550,330,525,386,575,0.76
2157,46,306,466,296,453,316,480,0.55
2158,47,359,586,332,557,386,615,0.84
2159,47,306,466,296,452,316,480,0.57
2160,48,381,646,356,615,406,678,0.84
2161,49,414,641,388,611,441,672,0.78
2162,49,756,574,745,561,767,588,0.53
2163,50,454,645,431,615,478,676,0.80
2164,50,772,574,760,560,784,589,0.69
2165,50,663,667,643,658,683,676,0.51
2166,51,484,661,462,631,507,691,0.77
2167,52,504,640,479,611,529,669,0.81
2168,53,523,590,498,561,548,619,0.80
2169,53,923,658,915,644,931,673,0.50
2170,54,551,572,528,544,575,601,0.82
2171,55,581,587,560,559,603,615,0.76
2172,56,583,554,562,528,604,581,0.72
2173,57,584,530,562,505,606,556,0.76
2174,57,590,428,568,415,612,442,0.65
2175,58,598,500,578,475,618,525,0.75
2176,58,638,500,621,476,656,524,0.62
2177,58,589,427,567,413,612,442,0.62
2178,59,635,461,620,440,651,483,0.68
2179,59,604,460,588,436,620,484,0.62
2180,59,593,428,567,413,620,443,0.60
2181,60,587,423,567,401,608,445,0.69
2946,62,589,427,568,413,611,442,0.68
2946,62,410,214,398,199,423,230,0.61
2946,62,679,169,647,151,711,187,0.60
2947,63,679,168,647,151,711,186,0.59
5723,64,294,461,271,441,318,481,0.77
5723,64,589,427,567,413,611,442,0.67
5723,64,412,215,399,199,425,231,0.65
5723,64,396,184,378,170,415,199,0.55
5723,64,678,169,648,152,708,186,0.53
5724,65,295,487,270,467,320,507,0.76
5729,66,280,468,258,447,303,490,0.80
5752,67,247,487,224,465,271,509,0.73
5752,67,307,465,297,451,317,480,0.53
5753,68,249,487,223,466,276,509,0.69
5754,69,257,489,221,467,294,511,0.69
5755,69,307,465,297,451,317,480,0.50
5756,70,247,489,220,468,275,511,0.70
5757,70,307,465,297,451,317,480,0.51
5758,71,245,490,218,469,272,511,0.69
5759,71,307,465,297,451,317,480,0.52
5760,72,241,490,217,470,265,511,0.68
5761,72,307,465,297,451,317,479,0.52
5759,73,234,491,208,471,261,512,0.67
5759,73,307,465,297,451,317,479,0.52
5760,74,230,496,205,480,256,512,0.68
5761,74,232,491,204,470,260,512,0.56
5762,75,229,496,203,481,255,512,0.69
5763,75,306,465,296,451,317,479,0.58
5763,76,227,495,201,479,254,511,0.70
5763,76,306,465,296,451,317,479,0.60
5763,76,236,491,217,471,255,511,0.59
5764,77,226,495,200,480,253,511,0.68
5765,77,306,465,296,451,317,479,0.60
5766,77,235,492,216,472,254,512,0.55
5769,78,227,494,203,477,251,511,0.71
5770,79,224,494,201,478,247,511,0.70
5771,79,306,465,296,451,317,479,0.54
5772,80,223,495,201,479,245,511,0.68
5773,80,306,465,296,451,317,479,0.61
5773,81,215,495,193,479,237,511,0.69
5773,81,306,465,296,452,316,479,0.63
5774,82,213,494,191,479,236,510,0.70
5775,82,306,465,296,451,316,479,0.62
5776,83,214,493,188,477,240,510,0.70
5777,83,306,465,296,451,317,479,0.61
5778,84,207,492,184,476,230,508,0.70
5779,84,306,465,296,451,317,479,0.62
5780,85,204,490,178,473,230,507,0.66
5781,86,201,490,177,473,225,507,0.71
5782,86,306,465,296,452,316,479,0.62
5783,87,200,489,178,472,223,506,0.73
