original_frame_id, video_frame_id, center_x, center_y, box_x1, box_y1, box_x2, box_y2, confidence
2,1,591,427,568,412,615,443,0.62
2,1,399,191,377,171,421,212,0.57
2,1,747,620,728,601,767,639,0.55
2,1,399,199,377,170,421,229,0.55
4617,2,591,427,568,411,615,443,0.67
4617,2,397,186,379,172,416,200,0.57
4617,2,412,217,399,203,425,232,0.56
7274,3,591,427,568,411,615,443,0.67
7274,3,397,186,379,172,416,200,0.56
7274,3,749,577,723,558,775,597,0.53
7274,3,412,219,399,207,425,232,0.51
7494,5,100,429,91,420,109,439,0.60
7556,6,590,427,568,411,613,443,0.70
7556,6,397,186,378,172,416,200,0.55
